frame,L,R,avg_looking_dir
137,0.6363636363636364,0.6304347826086957,LEFT
138,0.6363636363636364,0.6444444444444445,LEFT
139,0.6363636363636364,0.6444444444444445,LEFT
140,0.6363636363636364,0.6666666666666666,LEFT
141,0.6363636363636364,0.6666666666666666,LEFT
142,0.6222222222222222,0.6521739130434783,LEFT
143,0.6136363636363636,0.6666666666666666,LEFT
144,0.6222222222222222,0.6666666666666666,LEFT
145,0.6222222222222222,0.6521739130434783,LEFT
146,0.6136363636363636,0.6382978723404256,LEFT
147,0.6136363636363636,0.6521739130434783,LEFT
148,0.6136363636363636,0.6521739130434783,LEFT
149,0.6136363636363636,0.6444444444444445,LEFT
150,0.6136363636363636,0.6382978723404256,LEFT
151,0.6136363636363636,0.6444444444444445,LEFT
152,0.6136363636363636,0.6521739130434783,LEFT
153,0.6136363636363636,0.6521739130434783,LEFT
154,0.6136363636363636,0.6521739130434783,LEFT
155,0.5813953488372093,0.6,CENTER
156,0.5813953488372093,0.6,CENTER
157,0.5909090909090909,0.5869565217391305,CENTER
158,0.5813953488372093,0.5777777777777777,CENTER
159,0.5813953488372093,0.5909090909090909,CENTER
160,0.5813953488372093,0.6,CENTER
161,0.5813953488372093,0.6,CENTER
162,0.5681818181818182,0.6,CENTER
163,0.5777777777777777,0.6,CENTER
164,0.5681818181818182,0.6,CENTER
165,0.5909090909090909,0.6,CENTER
166,0.5813953488372093,0.5909090909090909,CENTER
167,0.5813953488372093,0.6,CENTER
168,0.5909090909090909,0.6,CENTER
169,0.5813953488372093,0.5869565217391305,CENTER
170,0.5813953488372093,0.6222222222222222,LEFT
171,0.5777777777777777,0.6086956521739131,CENTER
172,0.5777777777777777,0.6086956521739131,CENTER
173,0.5681818181818182,0.6086956521739131,CENTER
174,0.5681818181818182,0.5869565217391305,CENTER
175,0.5555555555555556,0.5957446808510638,CENTER
176,0.5454545454545454,0.6086956521739131,CENTER
177,0.5454545454545454,0.6086956521739131,CENTER
178,0.5555555555555556,0.5869565217391305,CENTER
179,0.5777777777777777,0.6086956521739131,CENTER
180,0.5909090909090909,0.6086956521739131,CENTER
181,0.6,0.5957446808510638,CENTER
182,0.6,0.6086956521739131,LEFT
183,0.6,0.5957446808510638,CENTER
184,0.6,0.6304347826086957,LEFT
185,0.5909090909090909,0.6304347826086957,LEFT
186,0.6136363636363636,0.6304347826086957,LEFT
187,0.6,0.6086956521739131,LEFT
188,0.5909090909090909,0.6304347826086957,LEFT
189,0.5909090909090909,0.6304347826086957,LEFT
190,0.6046511627906976,0.6304347826086957,LEFT
191,0.5909090909090909,0.6304347826086957,LEFT
192,0.5909090909090909,0.6521739130434783,LEFT
193,0.5909090909090909,0.6170212765957447,LEFT
194,0.6046511627906976,0.6222222222222222,LEFT
195,0.5909090909090909,0.6086956521739131,CENTER
196,0.5909090909090909,0.6222222222222222,LEFT
197,0.6046511627906976,0.6170212765957447,LEFT
198,0.5909090909090909,0.6086956521739131,CENTER
199,0.5909090909090909,0.6086956521739131,CENTER
200,0.6046511627906976,0.6222222222222222,LEFT
201,0.5909090909090909,0.6086956521739131,CENTER
202,0.5681818181818182,0.6222222222222222,CENTER
203,0.5813953488372093,0.6,CENTER
204,0.5813953488372093,0.6,CENTER
205,0.5681818181818182,0.6,CENTER
206,0.5681818181818182,0.6,CENTER
207,0.5813953488372093,0.6,CENTER
208,0.5813953488372093,0.6,CENTER
209,0.5813953488372093,0.6,CENTER
210,0.5681818181818182,0.6,CENTER
211,0.5813953488372093,0.6,CENTER
212,0.5681818181818182,0.5777777777777777,CENTER
213,0.5813953488372093,0.5777777777777777,CENTER
214,0.5813953488372093,0.5909090909090909,CENTER
215,0.5777777777777777,0.5777777777777777,CENTER
216,0.5333333333333333,0.5434782608695652,CENTER
217,0.5227272727272727,0.5111111111111111,CENTER
218,0.5333333333333333,0.4888888888888889,CENTER
219,0.5,0.4888888888888889,CENTER
220,0.5111111111111111,0.5,CENTER
221,0.5111111111111111,0.4888888888888889,CENTER
222,0.5111111111111111,0.4888888888888889,CENTER
223,0.5,0.4888888888888889,CENTER
224,0.5111111111111111,0.5,CENTER
225,0.5111111111111111,0.4888888888888889,CENTER
226,0.5111111111111111,0.5,CENTER
227,0.5111111111111111,0.5,CENTER
228,0.5111111111111111,0.5111111111111111,CENTER
229,0.5227272727272727,0.5,CENTER
230,0.5111111111111111,0.4782608695652174,CENTER
231,0.5,0.4888888888888889,CENTER
232,0.5116279069767442,0.4888888888888889,CENTER
233,0.5,0.4888888888888889,CENTER
234,0.5238095238095238,0.4772727272727273,CENTER
235,0.5227272727272727,0.4888888888888889,CENTER
236,0.5111111111111111,0.5,CENTER
237,0.5,0.4888888888888889,CENTER
238,0.5,0.4888888888888889,CENTER
239,0.5227272727272727,0.4888888888888889,CENTER
240,0.5227272727272727,0.4888888888888889,CENTER
241,0.5,0.5111111111111111,CENTER
242,0.5,0.5,CENTER
243,0.5111111111111111,0.4888888888888889,CENTER
244,0.5116279069767442,0.5,CENTER
245,0.5116279069767442,0.5111111111111111,CENTER
246,0.5116279069767442,0.4888888888888889,CENTER
247,0.5116279069767442,0.5111111111111111,CENTER
248,0.5,0.4888888888888889,CENTER
249,0.4883720930232558,0.4888888888888889,CENTER
250,0.5,0.5111111111111111,CENTER
251,0.5,0.4888888888888889,CENTER
252,0.5,0.4888888888888889,CENTER
253,0.5227272727272727,0.4888888888888889,CENTER
254,0.5,0.4772727272727273,CENTER
255,0.5,0.4888888888888889,CENTER
256,0.5116279069767442,0.4888888888888889,CENTER
257,0.5116279069767442,0.4888888888888889,CENTER
258,0.5227272727272727,0.4888888888888889,CENTER
259,0.5,0.4888888888888889,CENTER
260,0.5,0.4888888888888889,CENTER
261,0.5,0.4772727272727273,CENTER
262,0.5,0.4888888888888889,CENTER
263,0.5,0.4888888888888889,CENTER
264,0.5,0.4772727272727273,CENTER
265,0.5,0.4888888888888889,CENTER
266,0.5,0.4772727272727273,CENTER
267,0.4772727272727273,0.4888888888888889,CENTER
268,0.45454545454545453,0.45454545454545453,CENTER
269,0.42857142857142855,0.4186046511627907,CENTER
270,0.40476190476190477,0.4186046511627907,CENTER
271,0.35714285714285715,0.3953488372093023,RIGHT
272,0.3170731707317073,0.3953488372093023,RIGHT
273,0.30952380952380953,0.36363636363636365,RIGHT
274,0.32558139534883723,0.36363636363636365,RIGHT
275,0.3409090909090909,0.35555555555555557,RIGHT
276,0.32558139534883723,0.35555555555555557,RIGHT
277,0.3409090909090909,0.32608695652173914,RIGHT
278,0.3333333333333333,0.3333333333333333,RIGHT
279,0.3333333333333333,0.34782608695652173,RIGHT
280,0.3333333333333333,0.3695652173913043,RIGHT
281,0.3333333333333333,0.34782608695652173,RIGHT
282,0.3333333333333333,0.34782608695652173,RIGHT
283,0.3333333333333333,0.34782608695652173,RIGHT
284,0.3333333333333333,0.34782608695652173,RIGHT
285,0.3409090909090909,0.34782608695652173,RIGHT
286,0.3333333333333333,0.3617021276595745,RIGHT
287,0.3333333333333333,0.3617021276595745,RIGHT
288,0.3333333333333333,0.3617021276595745,RIGHT
289,0.3333333333333333,0.3617021276595745,RIGHT
290,0.3409090909090909,0.34782608695652173,RIGHT
291,0.3181818181818182,0.3333333333333333,RIGHT
292,0.3409090909090909,0.32608695652173914,RIGHT
293,0.3333333333333333,0.3617021276595745,RIGHT
294,0.3333333333333333,0.3404255319148936,RIGHT
295,0.3333333333333333,0.32608695652173914,RIGHT
296,0.3333333333333333,0.32608695652173914,RIGHT
297,0.3333333333333333,0.34782608695652173,RIGHT
298,0.3333333333333333,0.34782608695652173,RIGHT
299,0.3333333333333333,0.34782608695652173,RIGHT
300,0.3333333333333333,0.3333333333333333,RIGHT
